,RegionName,State,CountyName,2015-03-31,2015-04-30,2015-05-31,2015-06-30,2015-07-31,2015-08-31,2015-09-30,2015-10-31,2015-11-30,2015-12-31,2016-01-31,2016-02-29,2016-03-31,2016-04-30,2016-05-31,2016-06-30,2016-07-31,2016-08-31,2016-09-30,2016-10-31,2016-11-30,2016-12-31,2017-01-31,2017-02-28,2017-03-31,2017-04-30,2017-05-31,2017-06-30,2017-07-31,2017-08-31,2017-09-30,2017-10-31,2017-11-30,2017-12-31,2018-01-31,2018-02-28,2018-03-31,2018-04-30,2018-05-31,2018-06-30,2018-07-31,2018-08-31,2018-09-30,2018-10-31,2018-11-30,2018-12-31,2019-01-31,2019-02-28,2019-03-31,2019-04-30,2019-05-31,2019-06-30,2019-07-31,2019-08-31,2019-09-30,2019-10-31,2019-11-30,2019-12-31,2020-01-31,2020-02-29,2020-03-31,2020-04-30,2020-05-31,2020-06-30,2020-07-31,2020-08-31,2020-09-30,2020-10-31,2020-11-30,2020-12-31,2021-01-31,2021-02-28,2021-03-31,2021-04-30,2021-05-31,2021-06-30,2021-07-31,2021-08-31,2021-09-30,2021-10-31,2021-11-30,2021-12-31,2022-01-31,2022-02-28,2022-03-31,2022-04-30,2022-05-31,2022-06-30,2022-07-31,2022-08-31,2022-09-30
1804,Front Royal,VA,Warren County,635.2177907193119,642.9751439905127,610.367163056197,630.8630114469305,639.7877812548106,644.9001859086846,640.1704848883072,646.357931248321,658.1707454904158,,634.9102793387506,625.8459224939198,633.5200105341355,663.3868798443192,667.7785860134293,673.5603230352655,666.742296749258,662.2489629830762,675.0317614175508,686.5580960175927,691.1549509400959,679.0298853733257,659.5116417945414,675.307551501798,671.9325246829922,678.4536323081547,670.4686009691928,673.5311488248745,683.49283646336,726.9201119291678,734.3640829930201,746.3155520521524,732.7420991619333,738.9624403343046,726.3575602142034,703.3521957051287,700.327889148934,733.1950765637499,753.9247462734545,764.1589932593713,,748.0961184472201,758.0187879258835,751.4562080777384,745.4897376676432,684.1511286333243,711.7440768002039,,796.1102843562339,792.3694166231877,778.8544893253286,775.9874960191033,771.417365799758,788.0301381312801,791.9804985647588,804.5671926937672,794.8294558278993,802.7848059663494,802.8232099268033,827.3056154434987,823.7657434988864,825.8717183274459,827.9094356443532,825.3461394804821,819.0184960667823,792.9244310234697,807.440005741264,847.3456507111486,900.4000166774051,909.6166779452298,871.5332930903445,859.6601663466002,851.4856634515097,879.9406429368253,921.7034141778576,975.6763518590768,989.9646840834824,995.1388606424129,941.712288808462,964.230557330877,999.6358754962964,1041.616421839332,1021.5017491674176,1059.7843030989368,,1081.8137447720703,1074.1712079961546,1269.3657305295264,1340.8312909701167,1393.75,1345.5027758779574
1823,College Park,MD,Prince Georges County,1126.1838782513037,1136.1587630203671,1146.8906941394227,1190.3432448842316,1202.2222796424994,1201.3607818772605,1234.8741786756043,1249.9842632386114,1262.8590335824194,1247.221447684731,1213.3846184095753,1241.3167289220182,1227.1569582070094,1249.5481478211789,1251.8428795868497,1276.5086229978504,1311.5965211440675,1326.290133742179,1327.7695231643877,1277.476263404806,1254.6830592252627,1223.2525334612624,1277.552668681705,1306.6557918279304,1316.136622363313,1323.7388071541911,1347.730084728388,1394.7000377246925,1406.056934619486,1370.3405438477484,1372.863061941965,1382.0554080399272,1380.4614268540342,1362.173012398197,1291.5195481901767,1300.8711566920476,1308.247157619173,1376.8476063353976,1394.9812892490231,1471.1578992813563,1478.914771511936,1520.8444015374728,1499.5578475744428,1543.2404446867724,1537.5794258866829,1530.7254339458689,1498.5155858903424,1513.2257256083542,1516.9593520577275,1521.479591342213,1519.23689046715,1550.0546231391577,1547.6691920667654,1529.8983925974517,1529.9462204575436,1594.8650912036298,1618.797337020465,1679.060105165139,1685.654501083835,1688.1064494271377,1678.8049144970855,1673.919996263823,1678.074414831351,1646.4078985690887,1626.5945338353138,1654.5148859864291,1663.9901581566962,1671.9504125627077,1658.288243500024,1656.1035059928952,1674.5866629920863,1734.102910736503,1731.2379861344746,1720.0891740908871,1687.1479502745894,1746.9618268069194,1791.7539500294213,1859.3881094052035,1866.41478829551,1911.9535137491969,1882.949588515276,1861.4754658909503,1831.371592029437,1836.2069358931496,1891.01159620416,1902.4240711460343,1910.1577677058765,1910.218959898652,1924.5506467695116,1949.533950617284,1915.65797056192
1842,Hopewell,VA,Prince George County,559.9505178353337,,499.1552169020954,529.9961287618105,537.0629680184364,542.3438530056952,546.8114925274717,550.3976612955161,542.2683877927112,557.7224102329085,555.3134406267875,567.51729408741,559.4498199990754,555.8301479239922,,555.8031818601976,575.496968983028,571.8494270254926,570.1311442311406,566.144057690973,568.6310492897805,573.7269116959179,575.4707784905272,576.0694468314077,573.8811701864166,566.8467010480739,571.4454834159758,584.6487305382348,597.4865136546757,594.9745803453599,592.4441313060502,591.4562965664097,600.1483401729761,600.7154714611387,607.2922460022106,601.8868831665978,607.0497961963425,601.9529899106011,602.7063319492439,604.6100260860161,611.7230843989598,618.4693024776365,622.9706331149838,597.2466415323802,601.9934899587213,604.4154080640254,644.8777619244933,647.4733404562788,653.756823978162,652.5326268104695,652.789199828848,654.8483352167805,661.9505450021596,660.1399896474542,664.0507697873106,648.343079788112,653.7803394869333,664.963082232341,683.1239799713363,688.7386148438161,683.7663983922366,675.6708180021596,680.1054318686015,685.6742116688586,701.750872352693,708.1512562298576,724.4119924464695,,736.650676989928,723.33995116901,732.0515377179588,740.7908863564293,747.9686541775478,738.4201064098397,744.157192304522,752.1490015671006,769.2462883112925,770.2495715777236,769.1656492577964,751.4740548769582,780.9018833838829,,868.1724598102227,864.5431546473172,904.7400497794208,864.8406579018191,,889.0618089425819,915.7902577055644,980.0,961.4120716137256
1844,Dumfries,VA,Prince William County,1391.7536393676596,1412.080883488761,1402.9988118725223,1391.667423750278,1409.021005945698,1404.420181116835,1412.795645229727,1361.6395089329114,1356.3797069966038,1344.94318680353,1386.978539826224,1400.8626617405464,1416.1771625973795,1351.9541492236824,1357.6669126434826,1359.1935799613814,1436.8047139105497,1439.9634294730558,1448.7394572236649,1446.5074331876704,1449.148483020795,1480.4784664174767,1484.8103662105934,1506.8311970833124,1486.2971359722446,1475.8158140510625,1462.517843780151,1457.6134298430431,1473.1992898599983,1414.329733835338,1433.7053584746736,1441.7816337325526,1508.5448684887926,,1538.2873474808423,1548.6128933267396,1544.1075801478871,1524.9265163321354,1524.2217961567371,1538.0704187525328,1539.9599979905363,1554.058010763786,1734.9885966865804,,1864.9351716861268,1679.9292866680871,,1683.6693661891672,1719.4849248437874,1716.832814565899,1749.0979383792294,1843.3095493820424,1864.7898704089448,1912.2311861796115,1827.600429396639,1832.421001137132,1804.1662506271164,1804.313877598164,1803.8098518165125,1832.2951878757008,1866.8057587176104,1838.497548518928,1841.8052539355683,1841.064178474004,1898.453879123444,1903.7090693609168,1893.7077203848896,1892.6069515832744,1938.798982394533,2010.6861059583568,2008.0058408280368,1957.873106174857,1958.7742953360664,2014.2109458117768,2086.327645602156,2064.9077726013,2045.6492526447173,,2127.4062885354087,2192.284256962973,2175.5559350513345,2231.8924183808467,2237.7990937232644,2292.832837213228,2253.6094392195982,2286.4814248551584,2274.5355993138705,2278.9025143186923,2257.877656338927,2304.1111111111118,2326.0225761972365
1889,Christiansburg,VA,Montgomery County,246.9788861626619,243.27367634522037,,246.90970551694176,249.4460144172924,247.9739896069612,249.2177409024256,,235.19720145836808,237.65612457538816,234.02494445748016,251.310420321506,252.78389605619785,263.9080981434447,266.9916971030419,258.76755154431544,255.09864495817408,,274.9548028029537,263.1032317787784,255.77167442177597,255.92562244038945,279.8885540878416,281.6685882480807,291.50780338932367,291.44824557236467,290.03677354418807,280.0212395726981,273.31860860110464,276.40229303610323,279.6283087695784,,,,,573.0248688356254,561.5711466182881,575.7853163389912,665.104492480723,708.918852939101,750.9759198857888,666.6402822725332,819.1505116013316,884.9214043574246,,,874.688898704118,887.195086872766,896.9915019461457,892.2295286996393,926.1148337072354,891.04262256892,937.8288390930084,955.3198873473052,989.6855930309384,950.4457503873188,915.331492052077,941.9677753676684,981.6271050382926,,1022.6973378376084,1009.2803845248332,1028.9219014979642,1041.871546033506,1071.8649957959824,1046.1757440248584,,1020.2009816554554,1024.445410900146,997.269572929298,1006.3675270436366,1036.7725366810428,1083.2284885620809,1092.298871462885,1069.4394484145537,1121.2431854873353,1169.8155995812083,,1146.9527599507303,1116.381214719515,1116.9574909549517,1134.1916553627557,1093.1342547528404,1071.7059522723832,1100.2908275542943,1206.282014293943,1242.2176286705471,1257.9537822377688,1247.025875890884,1275.0,1236.178587261884
1894,Colonial Heights,VA,Chesterfield County,,551.5414262006173,557.355734657982,548.6210380800617,542.7684205368796,545.9249323912852,552.9449709394673,557.7836696013065,547.5041196183699,458.772117716261,,573.5303792237011,715.6744033107727,708.204030380448,693.9402898719785,686.7919211749022,688.2491667449807,712.2484314991569,745.8465936092742,755.4601575194968,747.2047286283135,,700.6773725579708,694.9567057245132,716.5304138779468,734.1484614078743,741.0624920662754,746.3043217377322,747.7766446701575,744.9392484993245,748.9169343571381,744.670926692254,758.9816336657632,747.1354730709019,754.1918951345048,753.4533094154061,768.6402738410203,767.9078769917086,765.9616651257447,758.8005279772124,765.9454222563918,762.1029323743646,765.3912054708093,762.55540404875,772.1549247644127,776.9615630359092,782.3785887585954,787.1236560672036,786.0097541191461,794.9237643333053,790.4373949909341,795.1099090110365,798.7387018690091,804.2908780962714,815.9560994963136,803.63255616253,813.0783506100312,816.0615365881112,823.7456486793934,801.0701658821741,795.5623058520555,805.6810882580799,820.7381789437995,831.8146671878651,830.9424651306447,822.8540201291909,828.0173493108539,838.6465911208892,859.6787168185671,885.6728549683512,894.8661771608455,902.89689081003,877.6210991458446,875.0606003294861,898.5660485357339,955.6650700109057,939.3009511894392,920.0881983242156,906.5809550477804,965.138775469919,,,,,1403.8850014862776,1369.5698535774643,1413.56541986713,1491.1690643527177,1489.7979740562437,1700.0,1747.9758080495494
1927,Beltsville,MD,Prince Georges County,1095.8225377800925,1095.2639632770902,1073.106286668281,1087.922838494725,1113.6515258767508,1134.240535569969,1101.6758664901074,1106.129536033542,1118.3719175768535,1143.3740415940122,1145.6162468156144,1125.2594006419529,1148.8718458956844,1085.0519234553487,1128.8924298389195,1140.0807452566166,1243.0018121615667,1227.8760718390542,1215.1607825395092,1197.9866999696085,1199.673189604235,1199.603791080162,1213.013395423279,1217.726134675729,1228.0575769893924,1231.0808502738982,1245.1931744348096,1274.2729136514474,1272.8845252919846,1262.9625233960758,1231.550999617517,1223.207096344547,1213.2665577094897,1203.7966382579948,1211.3665956348375,1231.789138173773,1263.7900974156494,1283.230339162297,1301.187733705737,1305.6385874007751,1313.0311535400954,1291.4523260336125,1276.965186240112,1263.1141590435775,1266.8661127308517,1272.3107535600595,1281.6037674265035,1295.6611468831093,1299.1306524089634,1344.8333157222355,1391.8525325060982,1412.4857242531573,1370.6998422309084,1329.74911750685,1318.6807874972612,1319.3454511194832,1326.5738308124685,1327.648756407859,1332.0882482242498,1340.4693043799568,1343.971089250253,1348.3782066991218,1339.7423603170278,1350.4107594618438,1351.483380093433,1305.230491441415,1327.3400720909692,1355.264102058512,1418.2400234486747,1409.9175477545275,1382.0346311805702,1372.9596658840833,1394.2577657458305,1415.9762966224005,1439.7273209889393,1425.3635837916731,1431.223459518898,1432.4080257577386,1464.2075113421647,1496.0892014017284,1524.6363090770851,1505.371374771057,1489.7252510508024,1496.7620105506226,1521.6220034138234,1540.6814325426976,1535.7234903493909,1550.1625785005338,1588.8317595050453,1636.1238095238095,1643.5450606963905
1940,Oxon Hill,MD,Prince Georges County,1496.7371006913693,1520.996068692082,1507.3246320366777,,1462.543859292068,1445.1601676497262,1482.8691333614595,1515.512920593162,,1469.617887207851,1427.4209121379938,1508.8500068838305,,1558.7020353204891,1522.5333590177934,1531.1871324737108,1550.1703620769931,1606.011570498932,1603.3101413558118,1560.09325125648,1492.736055256093,1547.844991577628,1590.4946710857998,1623.3102527478609,1608.4423487113686,1593.0756624538683,1603.1448004342708,1524.8039660942904,1552.2346069348127,1618.9021587941988,1696.2217185718528,1697.298282251325,1636.4000301524536,1640.3833469037413,1633.272094076416,1682.419023533415,1714.6366622881026,1720.1312599966125,1680.9615140663395,1608.640539095378,1624.8906038371613,1642.336607667384,1703.7353549259703,,1720.8752318894487,1756.9771480094971,1775.2913892544177,1768.9306657348836,1765.9905970195848,1777.1838208410695,1761.9913487231815,1753.2540308432644,1749.0260103499863,1776.4044426956516,1775.2278747151206,1784.2213677499817,1756.9415382633206,1759.1583906597018,1745.5515824148192,1758.8499294899725,1752.7613330927609,1758.2462767915913,1758.0721475785847,1764.5623695705767,1773.865422519502,1805.1238749364975,1821.5703771470296,1844.1449672599188,1831.286461499001,1800.0735333198602,1755.4274409790776,1739.741013435566,1770.8883213757742,1812.259098707184,1841.6945955335573,1881.3675096354607,1901.5161735337,1929.120935936541,1950.3770568907864,1973.8347159754603,1991.337021133235,1964.6176329151776,1959.3769532296965,1974.1292652563336,1995.6147297718087,1997.263998976596,2005.0212449257072,2021.900941676556,2028.6299961811808,2016.0879629629628,2045.683909959872
1992,Severna Park,MD,Anne Arundel County,1563.830560291508,1561.8792069243457,1598.621493219287,1603.215389915784,1627.6765682926416,1592.1840427460518,1611.6492838936765,1611.1030752392523,1661.3903493580294,1670.7314736330738,1649.2940471195927,1625.3543135731866,1614.8363979862638,,1647.6571263518294,1654.5715781949573,1660.8439494619984,1649.4515939950295,1627.2341504219207,,1616.1415082409471,1640.4003462360197,1638.73186370098,1636.5853544840495,1645.4303569888891,1652.2842587151692,1684.623308788936,1677.7672029667535,1682.1740703871935,1670.885223336075,1717.4098484613542,1735.910554949671,1740.6842653483998,1711.2039043806624,1679.9449161747232,1694.6816479960532,1653.9935007925103,1661.803501632286,1673.089639976136,1716.15362885769,1744.5827307028994,1752.2992651144282,1755.0945436189745,1746.9405047100272,1749.7825496455157,1780.9778389500734,1781.8552492012718,1773.741745092846,1724.6767897086045,1716.573911221113,1707.7907441418838,1718.3227350797738,1731.9549139714688,1762.6579631246495,1763.9481103507524,1756.3345916957996,1759.4873875252017,1790.918440632178,1800.928143093688,1817.8190548029047,1804.7360479112083,1783.810844077717,1765.3487238058258,1775.318611633898,1831.717145381986,1851.6500834791736,1910.8327262310145,1915.08572437204,1903.2599120275088,1871.8745584019207,1882.581154598704,1850.3100657781272,1847.008259374946,1838.379071143651,1946.985166047603,2000.116621394028,2077.1460704575693,2096.5067288700443,2087.841304044756,2127.8984794339385,2035.116765486596,2097.819948018449,2087.206294490012,2147.017592379981,2169.893938889504,2155.9033952893874,,2056.6649644472177,2232.7043940694857,2588.055555555555,2656.3068114434973
2008,Bristow,VA,Prince William County,1686.6387011426905,1568.8668253882572,1550.8847844242136,1553.5656158624747,1561.9007598006726,1574.6335751191243,1599.2142171591206,1603.7142266290869,1597.0271981174317,1575.6890980340818,1573.2610767376186,1573.2754990216404,1571.5654838807754,1572.355357551367,1608.743655646479,1622.549161630758,1647.5075664862893,1632.5148670268677,1632.8115551683538,1620.8237523611435,1695.0775397049233,1710.4009110592776,,1675.757609596567,1677.8303554144795,1687.8061234804793,1686.065873485683,1696.1919108192997,1680.6240186392138,1681.406376168753,,1665.7854129532966,1687.8933418182155,1721.8221389495163,1687.9667632018457,1719.6042201072364,1693.420535468745,1785.3762739527313,1760.49495755976,1776.3171236095077,1763.165130463976,1768.6433323542549,1767.5367074422395,1791.0294503041289,1729.1911976194876,1753.8554755329965,1729.1293068013929,1809.2945384166944,1806.9147551181256,1832.7576440700043,1843.4901933253489,1835.4682436423168,1851.1879142392563,1801.3634095263549,1811.7534423606528,1780.0272520295034,1843.480441160008,1885.507263926568,1924.541769400636,1920.2261648752813,1888.302301475761,1899.873386276366,1912.779814832604,1921.0622930052184,1912.5566635701296,1909.7718244946511,2036.28879921428,2072.400857510567,2063.192977261149,1974.2069351193616,2000.0475963419888,2121.8101891390834,2157.437802245669,2147.371564493245,2064.32797006218,,2165.277857208427,2165.8307171445,2098.4347248528493,2057.706786387218,2115.2375277807805,2185.967322344147,2252.8405693371437,2386.2814928046605,2474.470748912464,2494.636973938196,2412.178162265236,2354.587853916012,2247.714168103674,2298.333333333333,2350.7268650742167
2024,Temple Hills,MD,Prince Georges County,1159.082884442215,1136.6167369956015,1158.2500338739462,1185.100446492119,1156.38909302022,1172.341518888802,1142.4859621779217,1172.952646943905,1148.524732408794,1162.8365367915624,1170.2818392789266,1134.7817809863932,1133.3163179209264,1119.2411347517389,1123.6986198409272,1148.5210699053127,1176.85380231929,1254.8666838197123,1245.6048877198402,1241.5806074436807,1190.8453745744207,1192.1038586006894,1195.6139434972729,1224.4789133672396,1224.094877547466,1240.3185561478688,1234.3546574823458,1226.1133619638197,1206.9920596845757,1212.33370630863,1211.1275898231868,1218.4864040114742,1219.8054621783715,1214.2311116859933,1217.7075053322824,1221.358340162907,1253.540172986903,1287.4915669698007,1314.1171557130797,1317.8265819191852,1305.355171662413,1300.4931272726867,1309.8582687227145,1315.214477779556,1315.8541987500348,1300.846598449043,1298.5288827350323,1305.265998005379,1321.5126142136485,1327.6115403136516,1331.8745750497812,1317.9907242351128,1308.1897825917588,1299.598318887261,1315.967804523504,1319.7760617549086,1317.6552504223232,1299.1709352492735,1292.9221446019362,1302.942866038578,1319.752108410148,1338.0142439121428,1345.0419009271448,1352.6323943861237,1352.7148787196518,1365.5770302724904,1374.7051955456382,1397.118239852471,1385.6762152161198,1368.4579781041043,1351.6847266237776,1388.688656251976,1404.2947236419964,1442.105449123496,1443.3257410708884,1470.6322699710774,1466.6557812072438,1467.383211484488,1472.2807253393698,1462.2515356249237,1454.85837929665,1496.9004052355097,1487.4847433618777,1532.250720156695,1495.5978094981915,1520.4502262912592,1477.3913645347432,1463.6436244276904,1461.637533225703,1470.1984126984128,1489.3492960643775
2043,Greenbelt,MD,Prince Georges County,1153.5310322643213,1165.9782263856264,1155.2462962338288,1131.9905545775773,1148.1315587550623,1159.717045569669,1192.4617301798755,1177.742690424635,1176.2132833088428,1160.9427157392813,1168.603574226697,1155.048871952455,,1195.688142285392,1231.98265908055,1199.2793407226436,1190.958288021071,1186.483780360325,1185.8601779677097,1175.7394862237843,1265.10773462649,1314.601075003308,1397.8524749236522,1339.730392570282,1301.1655113402064,1252.5679985044617,1122.420896195724,1184.4150579665288,1181.660160864535,1343.168982462543,1352.051900332508,1397.4013876060965,1392.1126080495956,1390.2106381560773,1377.261728429619,1412.104794189242,1431.007088614157,1488.0916738320443,1468.743757412873,1449.9594621441488,1467.7704172390283,1439.5715904616586,1455.0306446630368,1449.9632698666924,1503.6344101562531,1524.130708135228,1530.6398002612152,1652.6248003658154,1646.560074564041,1684.1248306294704,1578.3333130524966,1640.6490543162604,1642.591195046186,1643.3444256975024,1633.1354919913902,1629.049674110469,1652.7989501743182,1654.1459686920018,1662.3877996494589,1645.4929182500018,1655.8579716169402,1647.489286298613,1634.7512154911742,1632.16020118389,1649.322058658904,1670.9387138480845,1677.60580303042,1690.4830371132934,1712.5578362704905,1676.0452087140943,1664.6850998807122,1653.013323076197,1658.2821495650735,1719.100033163107,1700.312770483899,1747.539866483304,1717.746650313891,1799.1327270013464,1812.2278488692184,1752.4736950075514,1728.9784331058502,1756.7684786670343,,1847.1373314809696,1829.8483475164223,1852.2998066677385,1853.720334816228,1892.869561839101,1889.6587953934977,1904.22037037037,1904.251693350928
2052,Takoma Park,MD,Montgomery County,703.7577401332713,718.2690325521243,742.7207034068924,,743.537520989107,749.7200744827371,769.054287763804,763.5660172171921,736.6248566008721,718.5087756015927,729.6170472122121,766.3519471010884,780.4984630982907,775.0863255562499,762.3626522949975,755.257251292832,764.3719820414733,765.887291461178,776.982333019355,766.9510218794175,796.8441744321,798.1737931465597,799.9214622794921,762.8322212095552,773.8826307136892,791.6218796283283,795.0058510792239,789.2100513762082,786.820498592685,792.8668528634533,820.7813342923492,835.1456931029521,864.835367981835,835.7624291493149,815.536870079444,793.401402753344,807.7998111219007,822.1964563529294,830.013797520807,828.8077827413714,832.059572072277,833.8538427550774,831.9309048942891,826.5806209027005,820.9569003606546,823.9224680607804,830.7358034854017,836.499841578185,843.830629967599,943.2837106553064,979.4823761427582,994.9154875774944,912.4852991002452,929.6651311552952,945.3768235867084,958.4013679814524,974.600333321244,979.3439182185062,962.5928608051772,940.4346760418258,881.8324345740435,909.2281505619596,870.073030622706,938.8103825602342,940.2225926783664,1013.9399397748292,1026.0544420498788,1035.481328000346,989.3826396735828,997.3995685504672,997.3658587795802,1029.1081598843034,1251.3531166297034,1365.48673475899,1501.755695229266,1315.9062921354164,1335.3181797760285,1343.8818010951522,1354.1790727240473,1336.9728614868957,1364.5024480542293,1386.530477856233,1385.9036699283276,1385.375860344035,1429.484178004404,1511.9266817414225,1516.4499456748222,1468.255065374078,1432.9759434918417,1457.7777777777776,1461.2946013828243
2055,Haymarket,VA,Prince William County,1831.132590116419,1849.8127212988643,1847.5263903635316,1870.5316302604133,1855.8219833982264,1837.249559774693,1840.4240442276823,1871.1640501628365,1871.1482622122169,1884.5863072110196,1892.375198458545,1888.3734824439532,1865.199088346004,1853.5532656627693,1872.3530493957717,1923.2073255008,1931.3693103478704,1934.443172310113,1893.1128362868333,1890.0069684186824,1909.4662958545448,1918.8306366969075,1907.4588097017609,1886.1261783461048,1890.971243422424,1912.0523514664585,1911.4926065870457,1898.1995535046544,1913.0168820920976,1900.6293300254229,1876.0300349848044,1861.8692785365213,1882.271066382604,1943.061647548604,1953.1209958019076,1973.8058807331845,1961.3899892965992,1975.008865686192,1984.011907491368,2049.360791413426,2058.1332985989284,2073.109187879182,1996.2131441602949,1998.1990238801388,1949.22335611796,1979.2151569941475,1985.7220071304923,2026.72053529798,2025.489116339298,2030.7186744568044,2050.8816061888942,2057.269078093598,2055.9819124979585,2068.319752873255,2073.0724067902856,2095.9931686288865,2100.916106330368,2105.2321330062723,2079.7721719103583,2061.534573188458,2070.3002752182624,2069.673030525184,2087.338571766189,2075.669126016728,2120.167833104571,2110.1376034764457,2167.075170035488,2213.2841158963747,2210.152534125227,2180.2105696093968,,2053.625746991408,2068.842561586752,2249.4157560415824,2271.3956016263905,2323.2717477809365,2359.130190730784,2422.8599752409423,2608.597309337641,2591.3885959715603,2604.590017055797,2473.698802828368,2520.878977029105,2509.053824774298,2537.8313189838987,2514.834078862809,2555.621373824414,2538.5974232867243,2638.1606770263825,2650.0,
2066,Lochearn,MD,Baltimore County,,986.950868742022,1011.549937034722,,995.1177525765312,971.8376402677324,937.8423867912016,,,,962.9838496750896,997.7965109202222,1003.878873705032,1075.843797357513,1048.98693005613,1107.652535194981,1089.6692947367076,1152.0379828832245,1100.722270759548,1094.5217121625778,1060.0389777412106,1068.2756252327242,1089.1496105558233,1108.6578540531857,1088.968379892311,1069.2953076980534,1062.9455753520076,1100.796486257927,1112.7976818206544,,1068.309691395764,1091.4462399396746,,1128.6538356088297,1106.6846378549208,1104.8420926682338,1100.6948858775784,1105.3881676831877,1101.5970658558338,,1083.21673261242,1079.893080070833,1088.179165138164,1107.3413266671732,1113.08911998004,1111.0248534120406,1104.5173828955665,1116.4893457856951,1128.2834274802713,1139.3909506024363,1143.6955023036026,1132.7287165945954,1120.8090398699758,1106.3561023672123,1114.8075638040775,1133.1527718696482,1144.4029938062265,1162.6063345793084,1161.7184773375889,1168.1423753155946,1135.107692559313,1132.030137126196,1102.6872625775377,1103.9989804989934,1081.9994253741932,,1093.4291858213892,1115.8886701439249,1147.0782217157728,1149.731388134915,1152.7054836218,1150.64300024773,1172.1097651459854,1191.4075202987578,1208.6271749369175,1227.9364435599464,1239.516151633322,1259.4873848594304,1286.7366519478032,1251.844365463232,1250.3132658589343,1269.2452090169074,1326.6819585186306,1349.2367014600102,1339.8949095152982,1339.9883112936045,1335.286120846675,1327.500655392544,1314.7685441324331,1283.7435897435898,1261.6024361262844
2070,King George,VA,King George County,969.3414815322072,970.2785208966026,986.5663738386525,,,1088.0528688816903,1112.4641657458735,996.1101918988616,990.514006197758,993.6480438520264,1022.3546657367924,1034.3218176192208,1041.3202189623244,1062.7634220746736,1090.9898400677398,1098.6293134024,1095.5811971261369,1083.6264557205352,1092.4030774887085,1077.3939019434597,1051.202045616261,1045.335466185363,1051.010216150834,1065.2520556974853,1079.844624648411,1096.223545251854,1107.966117788647,1104.7748124271889,1123.3915853211663,1122.159630962336,1117.2963016367332,1098.872634479148,1097.692984746368,,1101.844475294405,1107.132155194149,1079.046429356658,1090.3262865334636,,1141.4361640105446,1153.9301308495887,,1147.0819498584835,1139.1034899641204,1127.2221389798033,,,1064.9315611606455,1115.9866677013658,,1311.5590577431933,1325.555719590643,1325.805970524686,1336.418637390695,1305.0912888237665,1300.175666797531,1299.433820196114,1338.2382064759909,1336.857922104538,1308.0164372363604,1287.0486604917162,1290.0557024592351,1321.842735781978,1355.6581493345427,1391.4648296565854,1407.4795441272297,1415.8865046969695,1408.0391827647095,1461.946944591676,,1454.917663593531,1437.8935721944963,1492.3203806104557,,,1744.321529157293,1726.3445933334378,1659.8315786087817,1619.885890922939,1631.8111928283652,1603.143335369494,1631.355530346706,1716.2876260409023,1721.204772530519,1745.895089569105,1747.4180931258577,1824.851247205347,1772.317143001644,1819.287824799464,1750.0,
2095,Groveton,VA,Fairfax County,1542.2607014550672,1505.1506580920018,1546.8898312404915,1546.823345051562,1568.599905462526,1568.7002393373475,1522.9827810858865,1547.3583331882242,1558.5069018336142,,1605.816135510266,1600.2581056966233,1589.4714823213749,1620.698723852457,1648.110552278582,1663.9169323850022,1664.1441156036617,1640.0434846123983,1631.4164920072228,1647.43894480111,1683.5921990039178,1678.584291926065,1642.0400515717065,1612.883836746865,1783.3275413271788,1869.8889220840024,1956.4399230081733,1810.9140537797316,1810.452606108373,1782.6345998187069,1815.28909427908,1848.463603520356,1871.9386822383915,1853.3449893654456,1820.7019968447764,1813.1182292805545,1825.8509326366757,1851.9992016639908,1858.875285672492,1884.8907316234208,1887.918021549532,1900.8026883287648,1875.2841835462257,1887.7285085446429,1881.833500453566,1901.1068762346988,1891.6393672970971,1927.431323642196,1925.0723413733624,1956.2058782542783,1961.6725006650688,1989.233217183996,1990.9283016385384,2006.211949890907,1983.0282421939075,1994.8178575218524,1986.0928052974664,1991.4916619627909,1991.696354342841,1995.4051157820472,2042.2451129740505,2080.8255084130474,2087.1675990103217,2072.645339400686,2035.3778372697848,1996.4426615652785,2009.556967640032,2012.703788473186,2066.742872278925,2043.662889543341,2061.53912398922,2047.099541725251,2082.138184074681,2081.4857826160514,2138.840020350588,2156.375085652946,2167.008829283302,2148.4441297360136,2142.740924655272,2224.9595506099054,2268.066725094573,2333.432402830308,2265.8086734290223,2231.1864415068712,2291.0960904985523,2354.6598878795035,2444.3382830679607,2402.26313288756,2400.37744687769,2386.8925925925923,2381.580294254706
